script	ref	ground
KỸ THUẬT MỚI LÀ LẤY NHỮNG SỢI TÓC CHUNG QUANH VẾT THƯƠNG KẾT LẠI VỚI NHAU NHẰM BĂNG VẾT THƯƠNG LẠI CHO CHẮC	VIVOSSPK28_121	VIVOSSPK28_005
BỞI VÌ CHỈ CẦN NGỦ DẬY BƯỚC RA PHỐ LÀ ĐÃ CÓ BAO NHIÊU THỨ CÁM DỖ BẠN PHẢI TIÊU TIỀN	VIVOSSPK28_091	VIVOSSPK28_006
MỘT BẢN ÁN CÓ THỂ DẪN ĐẾN MỘT THỎA HIỆP KHẢ DĨ GIỮA HAI BÊN ĐỐI NGHỊCH	VIVOSSPK28_095	VIVOSSPK28_007
VẬY NHIỆM VỤ MÀ BAN QUẢN LÝ ĐẶT RA TRONG THỜI GIAN TỚI LÀ GÌ	VIVOSSPK28_130	VIVOSSPK28_008
BÀ LIÊN CHỦ TỊCH HỘI THỀ BÁN SỐNG BÁN CHẾT LÀ KHÔNG CÓ CHUYỆN ĐÓ	VIVOSSPK28_086	VIVOSSPK28_009
VỚI TÌNH HÌNH THỊ TRƯỜNG NHƯ HIỆN NAY SẼ CÒN NHIỀU TRUNG TÂM ĐỊA ỐC NỮA TIẾP TỤC RƠI RỤNG	VIVOSSPK28_122	VIVOSSPK28_010
CÁI KHÍ HẬU NGÀY TẾT RỒI NHỮNG CÂU CHUYỆN NGÀY TẾT VÀ NHỮNG CON NGƯỜI CỦA NGÀY TẾT	VIVOSSPK28_089	VIVOSSPK28_011
HAY LÀ CẤM ĐĂNG KÝ XE LUÔN NHƯ HÀ NỘI ĐÃ LÀM Ở MỘT SỐ QUẬN	VIVOSSPK28_016	VIVOSSPK28_012
NHƯ VẬY THEO ANH THÌ CÁI GỌI LÀ NỀN DỊCH THUẬT CỦA CHÚNG TA HIỆN NAY SẼ DẪN TỚI NHỮNG NGUY CƠ NÀO	VIVOSSPK28_068	VIVOSSPK28_013
GIÁ ĐƯỜNG TĂNG GẤP ĐÔI CÁC LOẠI NGUYÊN LIỆU KHÁC NHƯ BAO BÌ BỘT ĐẬU	VIVOSSPK28_129	VIVOSSPK28_014
PHÒNG CHÚNG TÔI NGHĨ RA ĐƯỢC MỘT CHỦ ĐỀ BẢO ĐẢM KHÔNG ĐỤNG HÀNG LÀ HÀ NỘI DÁNG KIỀU THƠM	VIVOSSPK28_005	VIVOSSPK28_015
ĐÓ LÀ VÌ HỌ CÓ THỂ LÀM ĐƯỢC NHIỀU CÔNG VIỆC MÀ KHÔNG CẦN QUAN TÂM ĐẾN ÁNH SÁNG BAN NGÀY	VIVOSSPK28_053	VIVOSSPK28_016
TÂM THẾ CŨNG LÀ VỪA HỌC VỪA CHƠI THƯỜNG THẤY Ở CÁC LỚP HỌC THÊM TẠI GIA	VIVOSSPK28_088	VIVOSSPK28_017
CHỈ SAU BẢY PHÚT MỖI THÍ SINH ĐÃ PHA CHẾ XONG SẢN PHẨM VỚI NHIỀU SÁNG TẠO	VIVOSSPK28_138	VIVOSSPK28_018
THUỐC SÚC HỌNG ĐƯỢC BÀO CHẾ DƯỚI DẠNG DUNG DỊCH HOẶC THUỐC BỘT DÙNG ĐỂ PHA TRƯỚC KHI SỬ DỤNG	VIVOSSPK28_060	VIVOSSPK28_019
CÔNG TY DỰ KIẾN TIẾP NHẬN VIỆC QUẢN LÝ VÀ ĐẦU TƯ NGUỒN PHÍ BẢO HIỂM HÀNG NGÀN TỈ ĐỒNG MỖI NĂM TỪ BẢO VIỆT	VIVOSSPK28_040	VIVOSSPK28_020
MỘT TRẬN CẦU MÀ HỌ KHÔNG ĐƯỢC PHÉP THUA TRONG TƯ THẾ LÀ ĐỘI CHỦ NHÀ	VIVOSSPK28_107	VIVOSSPK28_021
NẾU CHỦ NHÀ KHÔNG THÍCH SỰ GỒ GHỀ LƯỢN SÓNG THÌ SẼ ỐP VẬT LIỆU TRANG TRÍ NỘI THẤT ĐỂ CHE ĐI	VIVOSSPK28_032	VIVOSSPK28_022
SỰ RA ĐỜI CỦA NHỮNG ĐỨA BÉ TỪ VIỆC THỤ TINH NHÂN TẠO SẼ CÀNG TĂNG VÀ PHỔ CẬP	VIVOSSPK28_081	VIVOSSPK28_023
KHI ĐÃ THÀNH VĂN BẢN PHÁP LUẬT THÌ PHẢI ĐƯỢC THỰC HIỆN MỌI NƠI MỌI ĐỊA ĐIỂM	VIVOSSPK28_128	VIVOSSPK28_024
NẶNG HƠN THÌ CHUYỂN CƠ QUAN ĐIỀU TRA CỦA CÔNG AN ĐỂ XỬ LÝ HÌNH SỰ	VIVOSSPK28_044	VIVOSSPK28_025
THÚ ĐÁNH CỜ TƯỚNG CỦA DÂN GHIỀN CỜ ĐÚNG NGHĨA THÌ BẤT KỂ THỜI GIAN NÀO	VIVOSSPK28_154	VIVOSSPK28_026
THEO TIÊU CHUẨN VỀ DIỆN TÍCH NÊU TRÊN THÌ PHẦN ĐẤT CỦA BẠN KHÔNG ĐỦ TIÊU CHUẨN ĐỂ ĐƯỢC TÁCH THỬA	VIVOSSPK28_031	VIVOSSPK28_027
VẬY LỜI GIẢI CHO NGHỊCH LÝ GIỮA HAI LUỒNG ĐỐI TƯỢNG NÀY LÀ Ở ĐÂU	VIVOSSPK28_026	VIVOSSPK28_028
HIỆN CHÚNG ĐƯỢC BẢO TỒN TẠI TRUNG TÂM LƯU TRỮ QUỐC GIA CỦA ĐAN MẠCH	VIVOSSPK28_001	VIVOSSPK28_029
DĨ NHIÊN KHI CHỌN LỰA VỊ TRÍ SẼ CÓ Ý KIẾN NÀY Ý KIẾN NỌ	VIVOSSPK28_067	VIVOSSPK28_030
NHƯNG CÓ CHUNG MỘT SỞ THÍCH LÀ YÊU THÍCH NHIẾP ẢNH MONG MUỐN ĐƯỢC HỌC HỎI VÀ CHIA SẺ NIỀM ĐAM MÊ NHIẾP ẢNH	VIVOSSPK28_138	VIVOSSPK28_031
GIA ĐÌNH NGHE CHỊ KHÓC RIẾT RỒI CŨNG QUEN COI VIỆC KHÓC CỦA CHỊ ĐƠN GIẢN NHƯ TIẾNG CƯỜI LÚC VUI SƯỚNG	VIVOSSPK28_019	VIVOSSPK28_032
SẼ KHỎI PHẢI GIẢI THÍCH TẠI SAO HAI NGƯỜI CHÚNG TÔI CÙNG MỘT LÚC LẠI GẶP HAI NGƯỜI	VIVOSSPK28_073	VIVOSSPK28_033
ĐIỀU LUẬT NÀY NHẰM XOÁ BỎ CHẾ ĐỘ ĐA THÊ VÀ XÁC LẬP QUYỀN BÌNH ĐẲNG GIỚI TRONG HÔN NHÂN	VIVOSSPK28_123	VIVOSSPK28_034
KHU VỰC NGÃ TƯ BỐN XÃ THỜI GIAN NGẬP CÓ KHI KÉO DÀI VÀI NGÀY SAU KHI MƯA	VIVOSSPK28_167	VIVOSSPK28_035
TUY NHIÊN NAY LŨ TRÊN CẢ MỨC LỊCH SỬ CŨ NÊN NHIỀU TRẠM QUAN TRẮC BỊ CUỐN TRÔI	VIVOSSPK28_015	VIVOSSPK28_036
MỘT LOẠI BẤT CẬP KHÁC LIÊN QUAN ĐẾN CÁC DOANH NGHIỆP DỰ ÁN CHẮC CHẮN LÀ PHẢI XEM XÉT NHƯ THẾ NÀO	VIVOSSPK28_114	VIVOSSPK28_037
CHÁU RẤT MÊ BÓNG ĐÁ NÊN TÔI ỦNG HỘ NHƯNG PHẢI ĐẢM BẢO HỌC GIỎI TÔI MỚI CHO HỌC ĐÁ BÓNG	VIVOSSPK28_069	VIVOSSPK28_038
CÓ BAO GIỜ BẠN THẤY MÌNH LÀ KẺ NGHÈO NÀN HOẶC TỘI NGHIỆP NHẤT TRÊN ĐỜI NÀY	VIVOSSPK28_156	VIVOSSPK28_039
ĐI BỘ VÀI BƯỚC CHÚNG LEO LÊN XE VÍT GA LẪN VÀO DÒNG NGƯỜI TẤP NẬP TRÊN PHỐ CUỐI NĂM	VIVOSSPK28_011	VIVOSSPK28_040
DO VẬY SỰ RA ĐỜI CỦA NHỮNG CÔNG TY BÁO HIẾU CŨNG LÀ CHUYỆN BÌNH THƯỜNG	VIVOSSPK28_139	VIVOSSPK28_041
SAU ĐÓ HAI HÌNH ẢNH NÀY ĐƯỢC KẾT HỢP THÀNH MỘT HÌNH ẢNH DUY NHẤT TRONG LƯƠNG TRI CỦA NÃO H	VIVOSSPK28_057	VIVOSSPK28_042
QUẢ THẬT ĐAU ĐỚN LẮM TÔI NHỚ CÓ MỘT NGƯỜI ĐẾN THÁO CHIẾC ỦNG CỦA TÔI RA ANH TA RẤT CẨN THẬN KHÔNG HỀ LÀM TÔI ĐAU THÊM	VIVOSSPK28_006	VIVOSSPK28_043
NẾU CHÚNG TA CÙNG TẨY CHAY THÌ LÀM SAO LOẠI NHẠC ĐÓ CÓ THỂ LEN LỎI VÀO CUỘC SỐNG ĐƯỢC	VIVOSSPK28_066	VIVOSSPK28_044
BẠN CÓ THỂ TỰ TẠO CHO MÌNH KIỂU TÓC NÀY TẠI NHÀ CHỈ VỚI MỘT CHIẾC MÁY SẤY TÓC VÀ MỘT CHIẾC LƯỢC GIÚP CHẢI CONG TÓC	VIVOSSPK28_008	VIVOSSPK28_045
VÍ DỤ Ở NGƯỜI BỊ BỆNH MẠCH VÀNH NẾU BỊ CẢM XÚC MẠNH CÓ THỂ DẪN ĐẾN ĐAU THẮT NGỰC CẤP TÍNH	VIVOSSPK28_079	VIVOSSPK28_046
ĐÃ HAI LẦN CÔ GÁC LẠI ƯỚC MƠ VÀO ĐỜI VÀ CŨNG ĐÃ ÍT NHIỀU TRẢI QUA NHỮNG THĂNG TRẦM XÔ BỒ CỦA CUỘC SỐNG	VIVOSSPK28_146	VIVOSSPK28_047
TIẾNG ĐÀN CÒN ĐEM ĐẾN CHO ÔNG NHỮNG NGƯỜI BẠN NHIỀU LỨA TUỔI ĐÔNG NHẤT LÀ THANH NIÊN	VIVOSSPK28_031	VIVOSSPK28_048
SAU ĐÓ CHÚNG TÔI SẼ DÙNG MẠT CƯA PHỦ LÊN ĐỂ GIỮ TUYẾT CHO ĐẾN MÙA THU TỚI	VIVOSSPK28_029	VIVOSSPK28_049
NHÀ NƯỚC THỰC HIỆN CÔNG TÁC QUY HOẠCH RIÊNG ĐẦU TƯ KHAI THÁC NÊN KHUYẾN KHÍCH VÀ GIAO CHO DOANH NGHIỆP THEO HÌNH THỨC XÃ HỘI HÓA	VIVOSSPK28_076	VIVOSSPK28_050
THEO ĐÁNH GIÁ CỦA HỘI ĐỒNG GIÁM KHẢO CUỘC THI NĂM NAY MANG TÍNH KHOA HỌC SÁNG TẠO VÀ TÍNH ỨNG DỤNG THỰC TIỄN CAO	VIVOSSPK28_046	VIVOSSPK28_051
CẢ ĐẾN PHÁI NỮ NÓ CŨNG KHÔNG THA CỨ BÀ DẠI BÀ NHẬU CẢ NGÀY	VIVOSSPK28_037	VIVOSSPK28_052
VIẾT ĐƯỢC BÀI THƠ NÀO TÔI CHÉP SẠCH SẼ TRÊN NHỮNG TRANG GIẤY HỌC TRÒ VÀ GỬI ĐI KHẮP CÁC TÒA SOẠN BÁO	VIVOSSPK28_016	VIVOSSPK28_053
TRƯỚC ĐÓ TRONG MỘT PHA TRANH BÓNG KIM CHI ĐÃ BỊ NGÃ Ở VỊ TRÍ GẦN ĐƯỜNG BIÊN	VIVOSSPK28_020	VIVOSSPK28_054
ĐẰNG SAU VẺ NGOÀI NHẾCH NHÁC XÔ BỒ CỦA XÓM GÀ LÀ NHỮNG CON NGƯỜI CHẤT PHÁC GIÀU TÌNH CẢM RẤT TỐT BỤNG LUÔN ĐÙM BỌC NHAU LÚC KHÓ KHĂN	VIVOSSPK28_100	VIVOSSPK28_055
MỘT SỐ TỜ BÁO ĐƯA TIN LỬA BÙNG PHÁT DO TÀN THUỐC LÁ TRONG KHI MỘT SỐ KHÁC NÓI CÓ NGƯỜI CỐ Ý PHÓNG HỎA	VIVOSSPK28_004	VIVOSSPK28_056
NÓ ĐANG CÓ NIỀM VUI KHÔN XIẾT ĐƯỢC LÀM SINH VIÊN ĐƯỢC TỰ CHI TIÊU VỚI MÓN TIỀN GẦN MỘT TRIỆU	VIVOSSPK28_087	VIVOSSPK28_057
ĐÔI TÌNH NHÂN LỪA ĐẢO ÁN TÌNH ĐỒNG MÔN CẢNH SÁT NỘI ỨNG TÂN SƠN NHẤT	VIVOSSPK28_017	VIVOSSPK28_058
BẠN CÓ NHỮNG THẮC MẮC VỀ SỨC KHỎE CỦA MÌNH MÀ KHÔNG BIẾT HỎI AI	VIVOSSPK28_162	VIVOSSPK28_059
NHỮNG CON VẬT TỘI NGHIỆP ẤY ĐÃ CÓ MẶT Ở NHIỀU QUÁN NHẬU CAO CẤP ĐẶC SẢN ĐẾN CÁC LÀNG NƯỚNG BÌNH DÂN GIỮA SÀI GÒN	VIVOSSPK28_100	VIVOSSPK28_060
NGƯỜI TA CÓ XU HƯỚNG CHE GIẤU MÌNH TRÊN MẠNG CHỈ THỔI PHỒNG NHỮNG MẶT TỐT CỦA MÌNH VÀ GIẤU NHẸM NHỮNG ĐIỂM KHÔNG HAY	VIVOSSPK28_098	VIVOSSPK28_061
BẢO NÓI CỨ ĐẾN KHU PHỐ TÂY HỎI BẢO XÍCH LÔ NGƯỜI TA CHỈ CHO	VIVOSSPK28_025	VIVOSSPK28_062
CHÚNG TÔI YÊU CẦU HÃY NGƯNG CÁC HOẠT ĐỘNG CHÍNH TRỊ CHO TỚI KHI TÌNH HÌNH TRỞ LẠI BÌNH THƯỜNG	VIVOSSPK28_079	VIVOSSPK28_063
NGOÀI THỊ TRƯỜNG BÁN LẺ GIÁ THÉP CŨNG NHẢY MỖI NƠI MỘT KIỂU VỚI NHIỀU MỨC GIÁ KHÁC NHAU	VIVOSSPK28_135	VIVOSSPK28_064
TUYẾN ĐƯỜNG SẮT NÀY CHẠY TỪ GA GIA LÂM HÀ NỘI ĐẾN GA NAM NINH NAM NINH TRUNG QUỐC NƠI TRUNG CHUYỂN KHÁCH ĐẾN THAM QUAN QUẾ LÂM	VIVOSSPK28_167	VIVOSSPK28_065
MỘT SỐ ĐỀ XUẤT GIẢI PHÁP CÁC BẠN ĐƯA RA CÓ GIÁ TRỊ HỢP LÝ VÀ KHẢ THI	VIVOSSPK28_095	VIVOSSPK28_066
NGANG QUA NHÀ THỜ THẤY CÁI DÁNG QUEN QUEN TIẾN LẠI GẦN TÔI KHÔNG NGỜ SỐ VẪN ĐỢI	VIVOSSPK28_127	VIVOSSPK28_067
XIN NÓI TIẾP LỢI THẾ THỨ HAI CỦA VIỆC GIÁO DỤC NỀN TẢNG GIA ĐÌNH	VIVOSSPK28_026	VIVOSSPK28_068
BA PHẢI CỐC ĐẦU MẸ MÀ DỖ DÀNH CON MỚI HƠN HAI THÁNG MÀ EM KHÔNG SAO ĐÂU	VIVOSSPK28_095	VIVOSSPK28_069
VÍ DỤ NHƯ CHÚNG TA CHÚNG TÔI HAY MỌI NGƯỜI NGHĨ THẾ XU HƯỚNG CHUNG LÀ THẾ	VIVOSSPK28_063	VIVOSSPK28_070
KHI NGÃ VẬT XUỐNG SÀN ANH TA THỀU THÀO ÔI MẸ ƠI BÂY GIỜ CON MỚI THẤM THÍA LỜI MẸ KHUYÊN CON LÀ NÊN CHỌN MÔN CỜ VUA	VIVOSSPK28_002	VIVOSSPK28_071
DẠ BỊ CÁO ĐẾN CHỖ ANH THƯỜNG ĐỂ CHÚC MỪNG LÀ LIÊN DOANH CỦA ẢNH TRÚNG THẦU	VIVOSSPK28_096	VIVOSSPK28_072
VỤT NGỒI DẬY NHƯ NGƯỜI MỘNG DU ANH TUẤN LẨM BẨM LẠI CẢI MỘ ĐÂY MÀ	VIVOSSPK28_140	VIVOSSPK28_073
NHIỀU NHÀ ĐẦU TƯ TRÊN SÀN GIAO DỊCH VÀNG CŨNG THỰC HIỆN CHIẾN LƯỢC LƯỚT SÓNG KHI VÀNG GIẢM MẠNH	VIVOSSPK28_061	VIVOSSPK28_074
TÓM LẠI BIẾT CÓ NGUY HIỂM MÀ KHÔNG CẢNH BÁO PHÒNG NGỪA CŨNG ĐÁNG TRÁCH KHÔNG KÉM	VIVOSSPK28_012	VIVOSSPK28_075
VÌ KHI ĐÓ TÀI SẢN ĐÃ TRỞ THÀNH TÀI SẢN CHUNG MUỐN ĐỊNH ĐOẠT TÀI SẢN PHẢI ĐƯỢC SỰ ĐỒNG Ý CỦA CÁC ĐỒNG SỞ HỮU CÒN LẠI	VIVOSSPK28_035	VIVOSSPK28_076
MỘT NGƯỜI LƠ XE BUÝT QUÊN THU TIỀN XE CỦA BẠN BẠN CÓ GỌI LẠI ĐỂ TRẢ TIỀN KHÔNG	VIVOSSPK28_051	VIVOSSPK28_077
GIẢI THÍCH VÌ SAO BẠN THÍCH LÀM NƠI ĐÂY TRÌNH BÀY NHỮNG KINH NGHIỆM BẠN TÍCH LŨY ĐƯỢC SẼ GIÚP ÍCH CHO CÔNG VIỆC MỚI RA SAO	VIVOSSPK28_095	VIVOSSPK28_078
NHỮNG NGƯỜI RA VÀO KHU VỰC LÀM ĐỀ THI PHẢI QUA MÁY QUÉT ĐỂ ĐẢM BẢO KHÔNG MANG THEO CÁC PHƯƠNG TIỆN LIÊN LẠC MÁY THU PHÁT	VIVOSSPK28_027	VIVOSSPK28_079
THẾ NHƯNG MÔI TRƯỜNG LÀ SỰ NGHIỆP CỦA TOÀN DÂN CHỈ KHI CÓ SỰ THỐNG NHẤT Ý CHÍ CỦA TẤT CẢ CÁC BAN NGÀNH THÌ CHÚNG TA MỚI LÀM ĐƯỢC	VIVOSSPK28_123	VIVOSSPK28_080
MỘT LÃNH ĐẠO BỘ NÔNG NGHIỆP LÚC ĐÓ RÀNH CHUYỆN BA BÉ QUA NÓI VỚI CÔNG AN CHỪNG NÀO ANH EM BẮT THẰNG BA BÉ THÌ BÁO TUI HAY	VIVOSSPK28_082	VIVOSSPK28_081
HỆ QUẢ LÀ NGƯỜI DƯ SỨC NGƯỜI ĐUỐI SỨC VÀ HIỆU QUẢ CHUNG KÉM DOANH NHÂN THAN PHIỀN KHÔNG ÍT	VIVOSSPK28_135	VIVOSSPK28_082
CÓ THỂ NHẬN RA NGAY CHỨC NĂNG BAO BÌ CỦA DA NHƯNG ĐỪNG QUÊN ĐÓ LÀ MỘT CHIẾC TÚI CỰC KỲ THÔNG MINH	VIVOSSPK28_043	VIVOSSPK28_083
CHƠI CẠNH QUỐC VƯỢNG SẼ LÀ PHƯỚC VĨNH CẦU THỦ CHƠI KHÁ TỐT Ở VỊ TRÍ TIỀN VỆ TRỤ LẪN TRUNG VỆ TRONG MÀU ÁO ĐỘI ĐÀ NẴNG	VIVOSSPK28_122	VIVOSSPK28_084
NẾU KHÁCH HÀNG NÀO CÓ NHU CẦU KÝ HỢP ĐỒNG SỚM HƠN CÓ QUYỀN YÊU CẦU BÊN BÁN ĐIỆN THỰC HIỆN	VIVOSSPK28_077	VIVOSSPK28_085
VỚI CÁC HỌC TRÒ NỮ NGÀY NAY NẾU KHÔNG LÀ CÁC NỮ TU BAO GIỜ TÔI CŨNG HỎI CÁC EM ĐÃ SUY NGHĨ KỸ CHƯA	VIVOSSPK28_023	VIVOSSPK28_086
HI SINH THÔI ĐẤY NHỮNG CÁI KHÓ THẾ CÁC ANH ĐÂU THỂ KỂ ĐỂ CÁC EM BẬN LÒNG	VIVOSSPK28_042	VIVOSSPK28_087
MỘT PHẦN BỞI ĐÂY LÀ MỘT CA KHÚC CÓ GIAI ĐIỆU ĐẸP LỜI CA HAY	VIVOSSPK28_124	VIVOSSPK28_088
LƯU Ý VIỆC GIẢI ĐỀ THI CÁC NĂM TRƯỚC PHẢI ĐƯỢC THỰC HIỆN TRONG ĐIỀU KIỆN NHƯ THI THẬT	VIVOSSPK28_138	VIVOSSPK28_089
CHÚNG TA SẼ THẮNG NGA VÀ TÂY BAN NHA ĐỂ CÓ MẶT Ở TỨ KẾT	VIVOSSPK28_072	VIVOSSPK28_090
DƯỜNG NHƯ CÓ MỘT AI ĐÓ THÌ THẦM VÀO TAI TÔI MÁCH BẢO TÔI PHẢI LÀM THẾ NÀY THẾ KIA	VIVOSSPK28_120	VIVOSSPK28_091
TẠI SAO CA SĨ LẠI SỢ GIÀ TRONG KHI CÁI ĐẸP KHÔNG NẰM TRONG SỰ TƯƠI MÁT	VIVOSSPK28_065	VIVOSSPK28_092
TIN TỨC VỀ VỤ CỨU NẠN NÀY ĐÃ ĐƯỢC BÁO CHÍ VÀ ĐÀI TRUYỀN HÌNH TỈNH ĐĂNG TẢI	VIVOSSPK28_119	VIVOSSPK28_093
TẠI CUỘC THI VẤN ĐÁP GIÁO SƯ ĐẠI HỌC GIAO THÔNG HỎI SINH VIÊN KHOA CẦU ĐƯỜNG	VIVOSSPK28_080	VIVOSSPK28_094
ĐƯỢC BIẾT GIA ĐÌNH ÔNG BÙI TẤN BIÊN VÀ ÔNG NGUYỄN THANH CÓ MÂU THUẪN VỚI NHAU TỪ TRƯỚC	VIVOSSPK28_077	VIVOSSPK28_095
TRONG KHI HAI NGƯỜI NÀY ĐANG ĂN ĐIỂM TÂM THÌ ĐỘT NHIÊN NGƯỜI ĐÀN ÔNG RÚT KHẨU SÚNG TRONG TÚI ÁO BẮN CHẾT CẢ HAI NGƯỜI RỒI ĐI VỀ NHÀ	VIVOSSPK28_153	VIVOSSPK28_096
MUỐN ĐƯỢC NGƯỜI KHÁC NGẮM NHÌN PHẢI XÀI Ô TÔ MỘT CÔ NÀNG SÀNH ĐIỆU NÓI THẾ	VIVOSSPK28_158	VIVOSSPK28_097
RỐT CUỘC THÌ TRONG BÓNG ĐÁ KHI ĐỘI TUYỂN THUA TRẬN ĐAU BUỒN VÀ ĐÁNG THƯƠNG NHẤT VẪN LÀ CÁC CỔ ĐỘNG VIÊN	VIVOSSPK28_132	VIVOSSPK28_098
ĐÓ LÀ NHỮNG TỐ CHẤT ĐỂ MỘT NGƯỜI CON GÁI TỰ TIN GIAO PHÓ TÌNH CẢM VÀ CUỘC ĐỜI CHO MÌNH	VIVOSSPK28_109	VIVOSSPK28_099
NẾU KHÔNG ĐÚNG NHƯ VẬY BẠN HÃY THỰC HIỆN LẠI CÁC BƯỚC CỦA CHƯƠNG NÀY	VIVOSSPK28_136	VIVOSSPK28_100
NHƯ VẬY THUỐC LÁ VÀ TIA CỰC TÍM ĐỀU CÓ SỨC HỦY HOẠI LÀN DA NHƯ NHAU	VIVOSSPK28_146	VIVOSSPK28_101
XONG PHẦN THAM QUAN RỪNG BẠN CÓ THỂ TẮM SUỐI Ở THÁC MỎ VẸT HOẶC THÁC CỔNG TRỜI Ở ĐÂY CÓ NHỮNG TẢNG ĐÁ RẤT ĐẸP	VIVOSSPK28_165	VIVOSSPK28_102
HỌ CHO BIẾT SẼ DÙNG CÔNG NGHỆ CỦA ĐỨC ĐỂ DI DỜI THÔNG AN TOÀN BẰNG MỘT LOẠI MÁY ĐÀO VÀ VẬN CHUYỂN CÂY ĐẶC CHỦNG	VIVOSSPK28_029	VIVOSSPK28_103
MỖI TỐI BẠN THƯỜNG KÉO BÉ VÀO LÒNG VÀ GIỜ BẠN CỨ GIẢ VỜ ĐỂ CHO BÉ BẮT CHƯỚC BẠN	VIVOSSPK28_156	VIVOSSPK28_104
CHỈ CÓ MỘT ĐIỀU ĐÁNG TIẾC BẤY NHIÊU SỐ LIỆU VÀ NHỮNG MỔ XẺ TÌM NGUYÊN NHÂN LIỆU ĐÃ ĐỦ ĐẢM BẢO RẰNG NGƯỜI LỚN ĐÃ HIỂU TRẺ EM	VIVOSSPK28_121	VIVOSSPK28_105
BÀ TA VẶN VẸO HAI TAY VÀ NÓI RẰNG MÌNH CHẲNG CÓ CÁCH NÀO ĐỂ TRẢ TIỀN ĐƯỢC	VIVOSSPK28_022	VIVOSSPK28_106
TRƯỚC GIỜ CHỈ TOÀN NGHE NHỮNG CÂU TRỞ LẠI LÀM GÌ VÀ CHẢ CÓ GÌ HAY HO Ở ĐÓ CẢ CÂU CHUYỆN CHƯA KHƠI ĐÃ VỘI TÀN	VIVOSSPK28_127	VIVOSSPK28_107
CHÍNH VÌ LẼ ĐÓ KHI NÓI ĐẾN TRÁCH NHIỆM NGƯỜI ĐỨNG ĐẦU NGƯỜI TA CHỈ CÓ VIỆC KÊU GỌI SỰ TỰ GIÁC	VIVOSSPK28_153	VIVOSSPK28_108
NHƯNG KHÔNG OÁI OĂM THAY TẤT CẢ ĐƯỢC GHI TRONG SỔ LƯU NIỆM Ở CHÙA CHIỀN ĐÌNH MIẾU DANH LAM THẮNG CẢNH NHÀ BẢO TÀNG	VIVOSSPK28_006	VIVOSSPK28_109
TẠI SAO CHÚNG TA KHÔNG THAY ĐỔI THÓI QUEN ẤY BẮT ĐẦU TỪ CHÍNH BẢN THÂN CHÚNG TA TỪ NHỮNG NGƯỜI THÂN TRONG GIA ĐÌNH CHÚNG TA	VIVOSSPK28_114	VIVOSSPK28_110
VŨ XUÂN LỘC HÀ NỘI THÍCH QUÁ CHỨ NHƯNG ĐAN TRƯỜNG KHÔNG CÓ THỜI GIAN ĐỂ NGỒI LAI RAI	VIVOSSPK28_040	VIVOSSPK28_111
TÔI THƯƠNG VÌ MẸ PHẢI NGHE NHỮNG LỜI MẮNG NHIẾC CHỬI RỦA CHỈ DÀNH CHO SÚC VẬT VÔ TRI GIÁC	VIVOSSPK28_042	VIVOSSPK28_112
TÔI NGHE NÓI DÙNG THUỐC NGỪA THAI LÂU NGÀY NẾU MUỐN NGƯNG ĐỂ CÓ CON NGAY THÌ CON DỄ BỊ DỊ TẬT CÓ ĐÚNG KHÔNG	VIVOSSPK28_079	VIVOSSPK28_113
LÀM THẾ NÀO MÀ MẸ CÓ THỂ NHÓM LÒ NẤU CƠM SUỐT HÀNG CHỤC NĂM TRỜI	VIVOSSPK28_007	VIVOSSPK28_114
NHỮNG KHÁI NIỆM NÀY ĐƯỢC CHỨA TRONG TỪNG CHIẾC BÌNH KHÔNG KHÍ RỖNG CÓ DUNG TÍCH VÀ TRỌNG LƯỢNG KHÁC NHAU	VIVOSSPK28_047	VIVOSSPK28_115
NGÔ KIẾN HUY VÀ ĐÔNG NHI BIỂU DIỄN BÍ MẬT CỦA HẠNH PHÚC ẢNH TRUNG UYÊN	VIVOSSPK28_106	VIVOSSPK28_116
MÀ ĐỂ THEO KỊP TRÌNH ĐỘ BÓNG ĐÁ QUỐC TẾ CHỈ CÓ THỰC LỰC MỚI TỒN TẠI ĐƯỢC	VIVOSSPK28_080	VIVOSSPK28_117
CÓ LẼ ĐẠO DIỄN XÂY DỰNG NHÂN VẬT NÀY HƠI BỊ MÂU THUẪN MỘT NHÀ BÁO CÓ TÂM CHƯA BÀN ĐẾN CHUYỆN CÓ TÀI THÌ KHÔNG AI LÀM VẬY CẢ	VIVOSSPK28_090	VIVOSSPK28_118
ANH BỖNG BÀNG HOÀNG RUN RẨY KHI THẤY MỘT MÀU TRĂNG SÓNG SÁNH TRONG ĐÔI MẮT MỞ LỚN CỦA CẬU BÉ	VIVOSSPK28_155	VIVOSSPK28_119
BA BỐN TUỔI ĐẦU ĐÃ BẮT ĐẦU BIẾT BƠI LẶN LÊN NĂM SÁU TUỔI ĐÃ LAO VÀO CUỘC MƯU SINH	VIVOSSPK28_019	VIVOSSPK28_120
TRONG MỘT ĐÊM GIÁ LẠNH GIÓ BẤC RÍT TỪNG CƠN SAU KHI UỐNG RƯỢU SAY TRỞ VỀ NHÀ NGƯỜI CHỒNG NẰNG NẶC ĐÒI VỢ ÂN ÁI	VIVOSSPK28_139	VIVOSSPK28_121
